annotation_id,contexte_avant,texte,contexte_apres,label,confiance_1_3,notes
M0895,"But <u>they're</u> not Skipper Neilsen's son!  It broke his heart.  Then when some newspapers called Carl 'the honest, sincere son of a war-mongering father' - Captain Neilsen resigned from the Navy.  Oh, he still keeps his hand in - playing around with projects like the 'Lungfish' - but it broke him, all the same.",Have you ever talked to Carl - tried to see his side?,"'His' side?  I've seen it, all right. A nice, bright yellow!",,,
M0896,,Hi.  I was worried I was early.,I was a lot earlier.,,,
M0897,All I want's the money.,"Sure, sure, just the money, and the aristocratic pleasure of seeing him fall apart. You're a Roman, Bert. You have to win them all.",,,,
M0898,"No, they won't.",How 'you gonna live?,"I can always chop cotton if I have to.  If you want a ride, I'll take you home.",,,
M0899,,It's only a few blocks to Barnhardt's.,I'm worried about Gort. I'm afraid of what he might do -- if anything should happen to me.,,,
M0900,,The woman who left that message for you sounded very disturbed. I think she was crying...,Crying? Why was she crying?,,,
M0901,,Did you get the letter?,What letter?,,,
M0902,Who wants to eat? I just wanna get over there!,No you don't! You don't want any broads with boots on!,I don't care if they wear galoshes!,,,
M0903,"Oh, Mary . . .",Remember the night we broke the windows in this old house? This is what I wished for.,"Darling, you're wonderful.",,,
M0904,My interest in whether Victor Laszlo stays or goes is purely a sporting one.,"In this case, you have no sympathy for the fox, huh?","Not particularly. I understand the point of view of the hound, too.",,,
M0905,,"Don't think too badly of her... After all, you were in jail a long time and she is a healthy young woman.",Get it over with...,,,
M0906,Why did they leave?,"I don't know, Ryuji said there was a change of plans.",You work for Ryuji?,,,
M0907,I'll think about it.,You really will?,Yes.,,,
M0908,"Time is running out, Dana.  Soon it will be midnight and the city will be mine -- and Vigo's.  Well, mainly Vigo's.  But we have a spectacular opportunity to make the best of our relationship.",We don't have a relationship.,"I know.  Marry me, Dana, and together we will raise Vigo as our son.  There are many perks that come with being the mother of a living god.  I'm sure he will supply for us a magnificent apartment.  And perhaps a car and free parking.",,,
M0909,"You know, someday, Sarah, you're gonna settle down. You're gonna marry a college professor, and you're gonna write a great book. Maybe about me, huh? Fast Eddie Felson, hustler.",I love you.,You need the words?,,,
M0910,"Rache, it may take time.","What's eight, ten years?  Hell, you'll still be ambulatory.  I think.",,,,
M0911,,If you had your way I wouldn't have any friends.,"Oh, come on, Amado--",,,
M0912,"You know, you're not a <U>bad</U>-looking girl. In fact--I think you're lovely.","Keep your eyes on the ball, Mister.",Married?,,,
M0913,"You'll be seeing stars in a minute, Miss Teschmacher. y'know?",Even that would be an improvement.,,,,
M0914,"Hi, Baxter.",What do you want?,What do I -- ?  Just a minute.,,,
M0915,You pay me.,You're a very unusual stenographer --,Moreover...,,,
M0916,I don't want anyone to die.,Except for Small Eyes.,Except for Small Eyes.,,,
M0917,Okay.  Okay.,I've got to find a bathroom.  I'll call you.,,,,
M0918,Thank you.,"You're really...  You, are you the one they told me was the nurse?",Who told you that?,,,
M0919,,"Well, in times like these most people are cutting salaries, but suppose we say, in your case, three hundred and fifty?","Oh, madame, you're just too sweet for words!",,,
M0920,I lost my wallet.,"The check, Bruce!",,,,
M0921,,"When you get through with her feet, you can start on mine.  I haven't been to a chiropodist in two years...  If that's not an insult, I don't know what is.  Gloria, I love you.  I --",Can't we go some place where we can be alone?,,,
M0922,You want me to be a doll forever?,Claudia - don't -,Why not?,,,
M0923,Here.,Aren't you going to have one?,No.,,,
M0924,'Don't sound so sure.,"Well, matter of fact, I done a lot of bangin' 'round.","Yeah. That's how me an' your mother got started. I'm tellin' you, boy, you ain't got a chance without dough. They take it all away from you.",,,
M0925,What do you want ?,I thought you knew! I want to go through life laughing and beautiful and jumping into fountains naked! Good night!,,,,
M0926,I don't have to. I want to.,Is it the money?,Eighty percent of it will go for taxes.,,,
M0927,"--the other half, contrary to custom, shall be delivered in cash into Madame's personal custody.  Darling, that means that on the second of June we'll have eight hundred and fifty thousand francs.",And her <u>jewelry</u> is worth a fortune!,No jewelry! Hands off jewelry! If we're broke--all right. I might pick up a million-franc necklace. But in times like <u>these</u> when we're doing a <u>cash</u> <u>business</u>--why take a chance on jewelry?,,,
M0928,You really like it?,Of course...it's wonderful.,,,,
M0929,What?,Get a hot mug of chocolate.  First thing I'm gonna do.,"And a slice of pecan pie, right?",,,
M0930,,"Chauncey, where have you been? I was afraid you got bored and left, or that you were with some mysterious woman.",No. I was with a man. We went upstairs.,,,
M0931,"You see the play? You've seen the play every performance?  But, don't you find it - I mean apart from everything else - don't you find it expensive?",Standing room doesn't cost much. I manage.,,,,
M0932,Why would Lugosi want to be in a sex-change flick?,Because he's <u>my friend</u>.,,,,
M0933,Charlie!,Oil belonging to the people of the United States was leased out for a song to a gang of high-pressure crooks -  Nobody can blame me because -,Look out that window.,,,
M0934,,I guess we're in for it.,In for what?,,,
M0935,"Because usually, when people find out who I am, they get themselves a wheel chair and a shyster lawyer, and sue me for a quarter of a million dollars.","Well, don't worry.  I won't sue you - no matter who you are.",Thank you.,,,
M0936,What are you looking at?,"The lawn -- it looks like it goes on forever, doesn't it?",,,,
M0937,"Thank you, Leo.  And call me Max. You know, I don't let everybody call me Max.  It's only people I really like.",Okay ... Max!  And you can call me Leo.,I already have.  Come on.,,,
M0938,Please.  It won't happen again.,"No, thank you.  I'll walk.",,,,
M0939,No.,"What do you mean, Fettes?","I'll have no more to do with it. I'll not put my neck into the noose, not even for your sake, Dr. MacFarlane.",,,
M0940,,What do you mean?,People who will help our cause.,,,
M0941,,Did your mom say if Lenny was... okay?,"He must be. They're letting him go, right?",,,
M0942,Don't leave me now.  I fear the unicorn won't show himself without you.,I'm not its master.,The napkin will keep.  I'd rather not be alone.,,,
M0943,,"You know, this isn't gonna end well, these things never do.","Yeah, well, if it turns out I get shot like a dog, it'll be in the street, not off a goddamn fence.",,,
M0944,"Caviat emptor, Mother. Let the buyer beware.",Whose side are you on?,I'm simply quoting the law.,,,
M0945,"Unless. Unless this is part of the routine. You get tied up, stick around, distract me, they both bust in and Steal My Cup Of Coffee.",It's makes it easier. Okay.,I don't want to know.,,,
M0946,Nah.,Then let's get the hell out of here.,,,,
M0947,Fifteen dollars.,That'd be seventy in New York. You stole it!,It's all I could afford.,,,
M0948,I've heard of it.,It's a gift to my people -- and I see MacFarlane and Gray-- the pit yawns for them and the flames -- and I would have you away from them and safe out of the torment.--,,,,
M0949,What's that?,"My umbrella?  Oh, that's just a relic. I found it when I was packing to come to America. It used to be my defense on picket lines and rallies and political meetings - being dragged off by police or attacked by thugs of the opposition.  A long time ago.",What were you fighting for?,,,
M0950,It's the same image - Kong!,"Leave it, Ann.",,,,
M0951,"Your father is Julian Cross, isn't he?","Yes, of course. It was quite a while after. I was just out of grade school when they did that.",So you married your father's business partner?,,,
M0952,"Thank you so much, Judge Wright, for another wonderful interview.","Judge Wright?  Now, Betty? First name terms, surely!","Oh, Oliver, you're so tolerant. Time for a coffee before you rush off?",,,
M0953,"Because... well, you said you wanted a man to think enough of you to walk in the place you were working and take you out of there... tonight I was sort of tied up with Steve... but tomorrow I figured on doing just that.",I haven't got the job yet.,,,,
M0954,,I like women who wear mismatched earrings.,"Well, then... I hope we don't run into any tonight.",,,
M0955,"I don't know. He went to school here, then he was in New York for awhile, then Philadelphia, and then just kind of travelling around.","Must be nice. So, what's he like, is he like John?","No, not at all. Actually, I don't think John likes him much anymore. He said he thought Graham had gotten strange.",,,
M0956,"I've got you worried, haven't I?","I'm warning you, they'll be back in a minute.","D'you know something, ""They"" don't worry me at all. Anyroad, I only fancy listening to you ... that's all but if it worries you ... well ...",,,
M0957,"Rio de Janeiro, maybe?","Maybe, Fletch. Is that Brazil?",That's Brazil.,,,
M0958,,"Why don't we have one more drink, you and I, and then we go down and cut open that old shark and see for sure what's inside him, or not.",Can you do that?,,,
M0959,You oughtn't to play this trick on me.  Running out when I was giving you time to rest up before I asked you those questions.,You mean about that gun?,That ain't a gun any more.  The firing pin's busted - the -  Don't waste time talking about that.,,,
M0960,"I'm not, no.","Well, you look like him.",Oh do I? You're the first one who ever said that.,,,
M0961,"What's that one, there?",Tattoo. Had it taken off.,,,,
M0962,"You, Kelly, Sam.",I don't have to listen to this.  And you can't shove me around.  I have friends now...,,,,
M0963,God's victim. That's her innocence. She belongs to God.,And I intend to take her away from Him. That's what you're afraid of isn't it?,,,,
M0964,,A big family must be fun...I imagine it makes you feel you belong to something.,It does...Maybe that's why I feel kind of lost right now.,,,
M0965,"Sure.  How much does the job pay?  Sure, if there's a chance for advancement.",You wouldn't consider going over Niagara Falls without a barrel?,'At's-a no good.  I went to Niagara Falls once.,,,
M0966,,Well?... what'll you do?,"Nothing for a while. You forget, I'm a man of independent means. Or fairly independent.",,,
M0967,You eat like a bird.,"You'd know, of course.","Not really. I hear that expression, that one eats ""like a bird,"" is really a falsie, I mean a falsity, because birds eat a tremendous lot.  Oh, I don't know anything about birds. My hobby is stuffing things... taxidermy. And I guess I'd just rather stuff birds because...  well, I hate the look of beasts when they're stuffed, foxes and chimps and all... some people even stuff dogs and cats... but I can't... I think only birds look well stuffed because they're rather...  passive, to begin with... most of them...",,,
M0968,Are you one of those people who cannot imagine the Germans in their beloved Paris?,It's not particularly my beloved Paris.,,,,
M0969,"Not now, my dear.  I'm playing three no trump.",They've come for my car.,Please.  Now I've forgotten how many spades are out.,,,
M0970,I'm gonna love winning this championship in your house.,"How do you say ""you're dreaming"" in Italian?",,,,
M0971,"If you were the lady who gave me a ring, my mother says I have to give it back to you.",Return it to me? Indeed you may not. I gave it to you as a present.,,,,
M0972,You telephoned me to meet you. I've been standing on the corner back there -- waiting for you.,I'm sorry -- I heard the children laughing.,,,,
M0973,Not quite. She was trapped in the wreck for about six hours before she passed on.,"Whewww! Those acts of God really stick it in and break it off, don't they?","Yes, they do.",,,
M0974,I don't understand --,Did you say rape her?,-- how you -- how anyone -- could do a thing like that.,,,
M0975,"Now don't go getting any ideas, Miss Kubelik.",I just want some fresh air.,It's only one story down -- the best you can do is break a leg.,,,
M0976,Me?,Daphne has a beau - I have a beau - if we could only find somebody for you.,,,,
M0977,"Uh, atomic energy?",No.  They're beyond that!  They're smarter than the humans.  What's <u>more</u> advanced?,Dynamite --,,,
M0978,,I swear it was here.,"But it's not, Jimmy.",,,
M0979,,It's the Genesis Wave!,What?,,,
M0980,,But it's leaded up and anyway a 22's no good for real huntin'. You shoot a man with a 22 and where are you?,The thing to do is stick to rabbits.,,,
M0981,...ven't you?,"You're putting your talents to very odd use Mr Lowry - yes, odd use - to pit wits against Central Services -","...sod you, stupid twit.",,,
M0982,It's very hard for him to talk about this stuff.  It's like it makes him sadder.,You want me to talk to him?,,,,
M0983,"Now Gallagher, if we could only get a great scene - a tremendously emotional scene - something that would just wring the hearts out of the public - to bring the curtain down in the second act - that would be okay. Couldn't dig one out of your hat some place, could you?",Nope - afraid I'm all out of tricks tonight.,"Now, we've got it right up to where the boy's wearing his white spats and going to teas and the frau enters - how's that?",,,
M0984,"Oh, you won't be so lonely. You'll make friends right away.","Actually, I don't make friends easily.","What're you talking about? You're a real likeable person. You'll make friends out there in Portchester one, two, three. You'll have people visiting you alla time. I'll come visit you. I'll borrow my brother Freddie's car, or you can call me up when you feel blue, or I'll call you up. And it's gonna be nice. Don't be so afraid.",,,
M0985,,I'll be home in time for supper!,"In another hour, I'll be King of the Forest. Long Live the King!  If....",,,
M0986,Worse than that -- she was the wife of my best friend -- and I was mad for her. But I knew it was hopeless -- so I decided to end it all. I went to a pawnshop and bought a forty-five automatic and drove up to Eden Park -- do you know Cincinnati?,"No, I don't.","Anyway, I parked the car and loaded the gun -- well, you read in the papers all the time that people shoot themselves, but believe me, it's not that easy -- I mean, how do you do it? -- here, or here, or here --  -- you know where I finally shot myself?",,,
M0987,Me?  I'm busy.  Just finished one script.  I'm due on another assignment.,I don't care.,,,,
M0988,"Let's not start all over again, Charlie.  We've said everything that can be said.","Susan, don't go!  Susan, please!",,,,
M0989,"You talk kind of funny, but I like it.",I used to be an actress.,Yeah? What do you do now?,,,
M0990,,"Yes. You'll have a great story, won't you?","Yeah, swell.",,,
M0991,"In the city, it happened all the time -- some Kid o.d.'s on a rooftop, top, a drunk gets cut in pieces under the Brooklyn local, old people die alone in shitty apartments and three weeks later someone calls the cops because of the smell and the flies.  Call the cops.  What are we, immune?","It was bad, wasn't it.",The goddamn smell is always the same.,,,
M0992,,But you went ahead and made this appointment without asking me--,"Jim--when the lightning hit, I--I just--",,,
M0993,"Mommy...I mean, Ripley...I'm scared.","I know, honey.  Me too.",,,,
M0994,,"Poor Dad, does that still bother you?",Only in bad weather.,,,
M0995,I see.  She must have been very happy here.,Too happy. That's why I discharged her.,"Isn't that wonderful!  You see, madame--",,,
M0996,"He was upset with moving, I believe.",Is that all he said?,"Why, yes.  Why?",,,
M0997,"She wanted to go out to my car, something about my car...",Something in your car...,,,,
M0998,No. No one has stopped here in weeks...,Mind looking at the picture before committing yourself?,Committing myself to what? You sure talk like a Policeman.,,,
M0999,How?,You get to your feet in the Senate and present it. Then you take the Bill and put it in a little box-- like a letter box--on the side of the rostrum. Just hold it between thumb and forefinger and drop it in. Clerks read it and refer it to the right committee--,"Committee, huh?",,,
